"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"7989","00446","(주)진미서산게장","3130000","마포구","101","일반음식점","10101","한식","백민정","01","위생등급제","2016-12-09","Y","Y","03","37.5506089221","126.9558018715","02-3211-4468","186-6 (공덕동1층)","1144021130011102","서울특별시 마포구 마포대로","3130000101200300446","2016-12-23 14:50:21.0","2016-12-23 14:50:21.0","","20030069854","Y"
"7988","00480","(주)이랜드파크 애슐리공덕역점","3130000","마포구","101","일반음식점","10103","경양식","박형식","01","위생등급제","2016-12-09","Y","Y","01","37.5467946594","126.9526130041","02-706-1031","137 지하1층 (공덕동 KPX빌딩)","1144021130011102","서울특별시 마포구 마포대로","3130000101201200480","2016-12-23 14:49:38.0","2016-12-23 14:49:38.0","","20120069993","Y"
"7987","00297","허밍벨라","3130000","마포구","101","일반음식점","10103","경양식","윤희선","01","위생등급제","2016-12-09","Y","Y","01","37.5503558252","126.9199873585","","57  (서교동) 12층","1144041390961120","서울특별시 마포구 독막로7길","3130000101201400297","2016-12-23 14:46:48.0","2016-12-23 14:46:48.0","","20140069529","Y"
"7986","00385","본파이어","3130000","마포구","101","일반음식점","10101","한식","김병권","01","위생등급제","2016-12-09","Y","Y","03","37.5489817924","126.9186534973","07044185523 ","24 지1층1층동 (서교동)","1144041390941120","서울특별시 마포구 독막로5길","3130000101201300385","2016-12-23 14:45:56.0","2016-12-23 14:45:56.0","","20130069834","Y"
"7985","00608","한강다온밥상","3130000","마포구","101","일반음식점","10101","한식","조미자","01","위생등급제","2016-12-09","Y","Y","02","37.5463672728","126.9163297771","","41 (합정동 지하1층)","1144041390931122","서울특별시 마포구 독막로4길","3130000101201300608","2016-12-23 14:45:08.0","2016-12-23 14:45:08.0","","20130070299","Y"
"7984","00389","호우","3130000","마포구","101","일반음식점","10117","까페","추명희","01","위생등급제","2016-12-09","Y","Y","03","37.549846293","126.917991675","","28-20 (서교동 1층)","1144041390901120","서울특별시 마포구 독막로3길","3130000101201200389","2016-12-23 14:44:30.0","2016-12-23 14:44:30.0","","20120069822","Y"
"7983","00030","빈의왈츠","3130000","마포구","101","일반음식점","10103","경양식","강덕진","01","위생등급제","2016-12-09","Y","Y","02","37.547571006","126.9215791216","","11 1층 (상수동)","1144041390681115","서울특별시 마포구 독막로14길","3130000101201400030","2016-12-23 14:43:53.0","2016-12-23 14:43:53.0","","20140069049","Y"
"7982","00004","김포맛집강원막국수","3130000","마포구","101","일반음식점","10101","한식","조영석","01","위생등급제","2016-12-09","Y","Y","02","37.5487524508","126.9153946463","02-337-0315","17 (합정동 12층)","1144031130051122","서울특별시 마포구 독막로","3130000101201400004","2016-12-23 14:43:06.0","2016-12-23 14:43:06.0","","20140069008","Y"
"7981","00491","실일식","3130000","마포구","101","일반음식점","10104","일식","이종득","01","위생등급제","2016-12-09","Y","Y","02","37.5816006926","126.8870769079","","10 2층 202203호 (상암동 더팬)","1144041396751127","서울특별시 마포구 월드컵북로58길","3130000101201300491","2016-12-23 14:39:55.0","2016-12-23 14:39:55.0","","20130070038","Y"
"7980","08227","참토우상암DMC본점","3130000","마포구","101","일반음식점","10101","한식","서호석","01","위생등급제","2016-12-09","Y","Y","03","37.5788471534","126.894765674","02-783-4245","7 (상암동2층)","1144041392061127","서울특별시 마포구 매봉산로2길","3130000101198308227","2016-12-23 14:39:01.0","2016-12-23 14:39:01.0","","19830069059","Y"
"7979","00218","비진도","3130000","마포구","101","일반음식점","10101","한식","진영금","01","위생등급제","2016-12-09","Y","Y","03","37.5794413686","126.8903224924","","396 (상암동)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200800218","2016-12-23 14:38:20.0","2016-12-23 14:38:20.0","","20080069428","Y"
"7978","00468","설참치 홍대점","3130000","마포구","101","일반음식점","10102","중국식","정상필","01","위생등급제","2016-12-09","Y","Y","02","37.5545829193","126.9194169792","02-3143-6811","12 (서교동 1층)","1144041394201120","서울특별시 마포구 양화로15길","3130000101200300468","2016-12-23 14:37:29.0","2016-12-23 14:37:29.0","","20030069885","Y"
"7977","00223","송담추어탕","3130000","마포구","101","일반음식점","10101","한식","금석봉","01","위생등급제","2016-12-09","Y","N","01","37.5611596536","126.9240322481","","237 (연남동 1층)","1144031120141124","서울특별시 마포구 동교로","3130000101201200223","2016-12-23 14:36:49.0","2016-12-23 14:36:49.0","","20120069515","N"
"7635","00078","원할머니보쌈용강점","3130000","마포구","101","일반음식점","10101","한식","나월채","01","위생등급제","2015-12-10","Y","Y","01","37.54069558560112","126.94204403061668","02-706-6464","296 (용강동)","1144031130231105","서울특별시 마포구 토정로","3130000101200600078","2016-02-03 17:00:46.0","2016-02-03 17:00:46.0","","20060069142","Y"
"7592","02644","라스텔라(한식당)","3130000","마포구","101","일반음식점","10101","한식","이일규","01","위생등급제","2015-12-10","Y","Y","01","37.54068410152404","126.94836239286796","02-717-9441","58 (도화동)","1144021130011104","서울특별시 마포구 마포대로","3130000101199302644","2016-01-29 15:12:44.0","2016-01-29 15:12:44.0","","19930070012","Y"
"7509","00218","본가마포용강점","3130000","마포구","101","일반음식점","10101","한식","김은하","01","위생등급제","2015-12-10","N","Y","02","37.540505482765056","126.9439270063453","02-706-0889","11 (용강동인우빌딩 1층 101호)","1144041396001105","서울특별시 마포구 토정로35길","3130000101201000218","2016-01-21 13:14:40.0","2016-01-21 13:14:40.0","","20100069441","Y"
"7508","02177","박대박조개찜","3130000","마포구","101","일반음식점","10101","한식","김완주","01","위생등급제","2014-08-01","Y","N","01","37.576807273646565","126.89473231895057","02-307-3326","49 (상암동2층)","1144041395431127","서울특별시 마포구 월드컵북로44길","3130000101199702177","2016-01-20 17:21:42.0","2016-01-20 17:21:42.0","","19970069253","N"
"7507","00334","양평막국수","3130000","마포구","101","일반음식점","10101","한식","이수철","01","위생등급제","2015-12-10","N","Y","02","37.577030473230735","126.89445578218168","02-306-0833","57 (상암동1층)","1144041395431127","서울특별시 마포구 월드컵북로44길","3130000101200600334","2016-01-20 17:20:26.0","2016-01-20 17:20:26.0","","20060069636","Y"
"7506","00025","내가찜한닭","3130000","마포구","101","일반음식점","10101","한식","김용호","01","위생등급제","2015-12-10","N","Y","03","37.57944136861803","126.89032249235892","02-309-9405","396 (상암동누리꿈스퀘어 지1층 B1042 1045 1046호)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200900025","2016-01-20 17:18:46.0","2016-01-20 17:18:46.0","","20090069051","Y"
"7505","00591","누리꿈생고기","3130000","마포구","101","일반음식점","10101","한식","유승무","01","위생등급제","2015-12-10","N","Y","02","37.57944136861803","126.89032249235892","02-373-1237","396 (상암동누리꿈스퀘어 2층 R201 202 203호)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200800591","2016-01-20 17:17:32.0","2016-01-20 17:17:32.0","","20080070168","Y"
"7504","00650","매반생면","3130000","마포구","101","일반음식점","10101","한식","정상은","01","위생등급제","2015-12-10","N","Y","02","37.57944136861803","126.89032249235892","","396 (상암동누리굼스퀘어 B10791080호)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201000650","2016-01-20 17:16:21.0","2016-01-20 17:16:21.0","","20100070377","Y"
"7503","00473","홍반장신의주찹쌀순대&amp;감자탕","3130000","마포구","101","일반음식점","10101","한식","홍인숙","01","위생등급제","2015-12-10","N","Y","03","37.577952524435574","126.88988995994347","02-375-6464","381 (상암동 상암택지개발지구상암월드컵4단지상가 101102103104호)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200600473","2016-01-20 17:11:17.0","2016-01-20 17:11:17.0","","20060069935","Y"
"7502","00264","스칼라티움 상암월드컵점","3130000","마포구","101","일반음식점","10106","뷔페식","신상수","01","위생등급제","2015-12-10","N","Y","02","37.56828970845201","126.89727529660105","02-306-3600","240 (성산동2층)","1144031130181125","서울특별시 마포구 월드컵로","3130000101200300264","2016-01-20 17:04:37.0","2016-01-20 17:04:37.0","","20030069426","Y"
"7501","00003","홍반장신의주찹쌀순대","3130000","마포구","101","일반음식점","10101","한식","홍인숙","01","위생등급제","2015-12-10","N","Y","03","37.56417903963222","126.90328888186224","02-304-6464","190 (성산동이안상암2차101.102.103호)","1144031130181125","서울특별시 마포구 월드컵로","3130000101200600003","2016-01-20 16:59:51.0","2016-01-20 16:59:51.0","","20060069002","Y"
"7500","00053","전주유황오리","3130000","마포구","101","일반음식점","10101","한식","최금희","01","위생등급제","2014-08-01","N","Y","03","37.55843870449641","126.90884201582258","","4 (성산동)","1144041393121125","서울특별시 마포구 성미산로1길","3130000101200800053","2016-01-20 16:46:43.0","2016-01-20 16:46:43.0","","20080069116","N"
"7499","01235","홍두깨칼국수","3130000","마포구","101","일반음식점","10101","한식","김덕중","01","위생등급제","2015-12-10","N","Y","03","0","0","02-332-4844","109 1층 (창전동)","1144031130101114","서울특별시 마포구 서강로","3130000101199801235","2016-01-20 16:45:05.0","2016-01-20 16:45:05.0","","19980069495","Y"
"7498","09506","화포식당","3130000","마포구","101","일반음식점","10101","한식","김원일","01","위생등급제","2015-12-10","Y","Y","03","37.539730248760385","126.94314459176131","02-715-0083","16 (용강동 1층)","1144041391511105","서울특별시 마포구 마포대로1길","3130000101200709506","2016-01-20 16:15:05.0","2016-01-20 16:15:05.0","","20070069724","Y"
"7497","08848","즐거운식탁그린테이블","3130000","마포구","101","일반음식점","10106","뷔페식","한태형","01","위생등급제","2015-12-10","N","Y","02","37.54085402134723","126.94959336167302","02-703-4529","32 상가동 지1층 101호 (도화동 삼성아파트)","1144041390651104","서울특별시 마포구 도화길","3130000101200108848","2016-01-20 16:11:04.0","2016-01-20 16:11:04.0","","20010069287","Y"
"7496","01532","영인왕순대국","3130000","마포구","101","일반음식점","10101","한식","고영희","01","위생등급제","2015-12-10","N","Y","03","37.55555615632623","126.91965133209663","02-718-9328","158 (서교동)","1144031120141120","서울특별시 마포구 동교로","3130000101199701532","2016-01-20 16:10:19.0","2016-01-20 16:10:19.0","","19970070043","Y"
"7495","00070","처음처럼","3130000","마포구","101","일반음식점","10101","한식","김지현","01","위생등급제","2015-12-10","N","Y","02","37.5528583233897","126.95718573704609","02-313-6992","214 (아현동 105 106호)","1144021130011101","서울특별시 마포구 마포대로","3130000101200600070","2016-01-20 16:09:34.0","2016-01-20 16:09:34.0","","20060069134","Y"
"7494","00510","원할머니보쌈마포공덕점","3130000","마포구","101","일반음식점","10101","한식","김정숙","01","위생등급제","2015-12-10","N","Y","02","37.54990202868293","126.95445788913348","","173 (공덕동 마포현대하이엘 1층 118119호)","1144021130011102","서울특별시 마포구 마포대로","3130000101201200510","2016-01-20 16:08:55.0","2016-01-20 16:08:55.0","","20120070036","Y"
"7493","00424","태영대구탕","3130000","마포구","101","일반음식점","10101","한식","이원재","01","위생등급제","2015-12-10","N","Y","03","37.54700054107025","126.95375805880506","02-704-6189","144 지하1층 (공덕동)","1144021130011102","서울특별시 마포구 마포대로","3130000101199600424","2016-01-20 16:08:04.0","2016-01-20 16:08:04.0","","19960069456","Y"
"7492","00742","색동저고리마포점","3130000","마포구","101","일반음식점","10101","한식","이종훈","01","위생등급제","2015-12-10","N","Y","03","37.54087176916189","126.94895970237328","","27 (도화동 2층)","1144041390651104","서울특별시 마포구 도화길","3130000101201200742","2016-01-20 15:55:10.0","2016-01-20 15:55:10.0","","20120070466","Y"
"7158","00516","해뱅이","3130000","마포구","101","일반음식점","10103","경양식","김유선","01","위생등급제","2015-12-10","Y","Y","01","37.540505482765056","126.9439270063453","","11 (용강동 인우빌딩 지하1층)","1144041396001105","서울특별시 마포구 토정로35길","3130000101201400516","2016-01-12 14:13:09.0","2016-01-12 14:13:09.0","","20140069925","Y"
"7157","00063","교꾸","3130000","마포구","101","일반음식점","10104","일식","조재룡","01","위생등급제","2015-12-10","Y","Y","02","37.54221725229534","126.94365415636015","            ","24 (용강동 e편한세상마포3차아파트B동109호)","1144041395971105","서울특별시 마포구 토정로31길","3130000101201500063","2016-01-12 14:12:37.0","2016-01-12 14:12:37.0","","20150069135","Y"
"7156","00611","통영참숯장어구이","3130000","마포구","101","일반음식점","10101","한식","강영춘","01","위생등급제","2015-12-10","Y","Y","02","37.541664864764876","126.94164498351927","","23 지하1층 110호 111호 (용강동)","1144041395971105","서울특별시 마포구 토정로31길","3130000101201400611","2016-01-12 14:12:01.0","2016-01-12 14:12:01.0","","20140070104","Y"
"7155","00183","전통한정식동해","3130000","마포구","101","일반음식점","10101","한식","김효정","01","위생등급제","2015-12-10","Y","Y","03","37.54493892235471","126.92533870596355","02-334-1933","128 (상수동5층)","1144031130231115","서울특별시 마포구 토정로","3130000101201100183","2016-01-12 14:11:26.0","2016-01-12 14:11:26.0","","20110069399","Y"
"7154","00789","참이맛감자탕(상암점)","3130000","마포구","101","일반음식점","10101","한식","김성식","01","위생등급제","2015-12-10","Y","Y","03","0","0","","76-11 지1층 (상암동)","1144041395431127","서울특별시 마포구 월드컵북로44길","3130000101201400789","2016-01-12 14:10:48.0","2016-01-12 14:10:48.0","","20140070390","Y"
"7153","00689","(주)도시의어부","3130000","마포구","101","일반음식점","10101","한식","엄기태","01","위생등급제","2015-12-10","Y","Y","02","0","0","","39 12층 (상암동)","1144041395431127","서울특별시 마포구 월드컵북로44길","3130000101201400689","2016-01-12 14:10:12.0","2016-01-12 14:10:12.0","","20140070226","Y"
"7152","00062","(주)성태 미진일식","3130000","마포구","101","일반음식점","10104","일식","조성태","01","위생등급제","2015-12-10","Y","Y","03","37.55689882294513","126.92261961626963","02-324-4848","37 (동교동1층)","1144041395291121","서울특별시 마포구 월드컵북로2길","3130000101201100062","2016-01-12 14:09:44.0","2016-01-12 14:09:44.0","","20110069128","Y"
"7151","07542","별천지설농탕","3130000","마포구","101","일반음식점","10101","한식","김정석","01","위생등급제","2015-12-10","Y","Y","03","37.55592836808446","126.9211357760999","02-338-9966","6 (동교동 1층)","1144031130191121","서울특별시 마포구 월드컵북로","3130000101199807542","2016-01-12 14:08:57.0","2016-01-12 14:08:57.0","","19980069591","Y"
"7150","00253","장어랑고기랑일삼육구","3130000","마포구","101","일반음식점","10101","한식","변인순","01","위생등급제","2015-12-10","Y","Y","02","0","0","","402 218219호 (상암동 KGIT센터)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201500253","2016-01-12 14:08:30.0","2016-01-12 14:08:30.0","","20150069479","Y"
"7149","00812","해오름","3130000","마포구","101","일반음식점","10101","한식","김수만","01","위생등급제","2015-12-10","Y","Y","03","37.58010684988462","126.88898110243768","","402 (상암동)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201100812","2016-01-12 14:07:57.0","2016-01-12 14:07:57.0","","20110070583","Y"
"7148","00935","마장축산한우전문점","3130000","마포구","101","일반음식점","10101","한식","신대용","01","위생등급제","2015-12-10","Y","Y","03","37.58045008365736","126.88989533879447","","400 지층 01호 (상암동 서울산업진흥원)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201400935","2016-01-12 14:07:29.0","2016-01-12 14:07:29.0","","20140070650","Y"
"7147","00126","덕승재","3130000","마포구","101","일반음식점","10101","한식","이수경","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-6393-0530","361 221 227호 (상암동 DMC이안상암2단지)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201500126","2016-01-12 14:06:46.0","2016-01-12 14:06:46.0","","20150069253","Y"
"7146","00384","서룡","3130000","마포구","101","일반음식점","10102","중국식","정해영","01","위생등급제","2015-12-10","Y","Y","01","0","0","","361 204호 (상암동DMC 이안상암2단지 2층 201202203)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200900384","2016-01-12 14:06:10.0","2016-01-12 14:06:10.0","","20090069815","Y"
"7145","00288","서동한우","3130000","마포구","101","일반음식점","10101","한식","최정미","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-302-0022","332 12층 (상암동)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101200600288","2016-01-12 14:05:41.0","2016-01-12 14:05:41.0","","20060069528","Y"
"7144","00321","새움터고기시대","3130000","마포구","101","일반음식점","10101","한식","채상철","01","위생등급제","2015-12-10","Y","Y","02","37.57575579800906","126.89572999465346","","328 1층 (상암동)","1144031130191127","서울특별시 마포구 월드컵북로","3130000101201500321","2016-01-12 14:05:09.0","2016-01-12 14:05:09.0","","20150069595","Y"
"7143","00188","흑돈대가","3130000","마포구","101","일반음식점","10101","한식","김효원","01","위생등급제","2015-12-10","Y","Y","02","0","0","02-303-9298","14 201~210호 (성산동 두산위브센티움)","1144041395061125","서울특별시 마포구 월드컵로36길","3130000101201500188","2016-01-12 14:04:39.0","2016-01-12 14:04:39.0","","20150069358","Y"
"7142","00905","쭈꾸미일당백","3130000","마포구","101","일반음식점","10101","한식","이근옥","01","위생등급제","2015-12-10","Y","Y","03","37.565415382496894","126.90350460528032","","13 (성산동 상암월드시티 201호 202호)","1144041395051125","서울특별시 마포구 월드컵로34길","3130000101201400905","2016-01-12 14:04:03.0","2016-01-12 14:04:03.0","","20140070598","Y"
"7141","00243","밀감","3130000","마포구","101","일반음식점","10101","한식","황재훈","01","위생등급제","2015-12-10","Y","Y","02","37.558423334971515","126.9076151869541","","113 (망원동 1층)","1144031130181123","서울특별시 마포구 월드컵로","3130000101201300243","2016-01-12 14:03:24.0","2016-01-12 14:03:24.0","","20130069557","Y"
"7140","00248","푸른소반","3130000","마포구","101","일반음식점","10101","한식","김환","01","위생등급제","2015-12-10","Y","Y","01","37.548556119591964","126.9234430143212","","48 지하2층 201~209호 (상수동 로하스타워)","1144031130171115","서울특별시 마포구 와우산로","3130000101201500248","2016-01-12 14:02:22.0","2016-01-12 14:02:22.0","","20150069473","Y"
"7139","00778","(주)이랜드파크외식홍대2호점(자연별곡피자몰)","3130000","마포구","101","일반음식점","10101","한식","박형식","01","위생등급제","2015-12-10","Y","Y","01","0","0","02-332-0540","153 23층 (동교동  토로스쇼핑타워 )","1144031130141121","서울특별시 마포구 양화로","3130000101201400778","2016-01-12 14:01:36.0","2016-01-12 14:01:36.0","","20140070378","Y"
"7138","00185","(주)이랜드파크(로운샤브샤브)","3130000","마포구","101","일반음식점","10101","한식","박형식","01","위생등급제","2015-12-10","Y","Y","03","37.55499311462319","126.93599859397659","","94 4층 (노고산동 그랜드플라자)","1144030050571110","서울특별시 마포구 신촌로","3130000101201500185","2016-01-12 14:00:55.0","2016-01-12 14:00:55.0","","20150069354","Y"
"7137","00919","스튜디오 얌얌(Studio Yum Yum)","3130000","마포구","101","일반음식점","10103","경양식","김승미","01","위생등급제","2015-12-10","Y","Y","03","37.5560655073448","126.93311852328038","","66 12층 (노고산동 농협중앙회 신촌 복합건물)","1144030050571110","서울특별시 마포구 신촌로","3130000101201400919","2016-01-12 14:00:04.0","2016-01-12 14:00:04.0","","20140070622","Y"
"7136","00658","크리스탈제이드키친상암점","3130000","마포구","101","일반음식점","10102","중국식","김정완","01","위생등급제","2015-12-10","Y","Y","03","37.58112504285025","126.89099023854854","","267 (상암동 (주)문화방송 2층일부(204호))","1144031130121127","서울특별시 마포구 성암로","3130000101201400658","2016-01-12 13:59:36.0","2016-01-12 13:59:36.0","","20140070174","Y"
"7135","00404","(주)무스쿠스상암점","3130000","마포구","101","일반음식점","10103","경양식","박치흥","01","위생등급제","2015-12-10","Y","Y","02","37.58027887258471","126.89182017590855","02-376-8000","255 3층 (상암동)","1144031130121127","서울특별시 마포구 성암로","3130000101201400404","2016-01-12 13:59:03.0","2016-01-12 13:59:03.0","","20140069713","Y"
"7134","00610","(주)엠에프지코리아매드포갈릭상암엠비씨점","3130000","마포구","101","일반음식점","10103","경양식","한종문","01","위생등급제","2015-12-10","Y","Y","01","37.58027887258471","126.89182017590855","02-3406-1720","255 2층 (상암동 일부)","1144031130121127","서울특별시 마포구 성암로","3130000101201400610","2016-01-12 13:58:12.0","2016-01-12 13:58:12.0","","20140070103","Y"
"7133","00197","메가푸드상암점","3130000","마포구","101","일반음식점","10101","한식","김기종","01","위생등급제","2015-12-10","Y","Y","01","37.57618954304389","126.88920879960932","02-3489-8652","34 (상암동 디지털큐브 지1층일부)","1144031130091127","서울특별시 마포구 상암산로","3130000101201500197","2016-01-12 13:57:47.0","2016-01-12 13:57:47.0","","20150069371","Y"
"7132","00151","미담국수","3130000","마포구","101","일반음식점","10101","한식","홍근희","01","위생등급제","2015-12-10","Y","Y","02","37.539281666112","126.94727713048921","","16 1층 102호 (도화동)","1144030050171104","서울특별시 마포구 삼개로","3130000101201500151","2016-01-12 13:57:15.0","2016-01-12 13:57:15.0","","20150069293","Y"
"7131","00445","팔색삼겹살(홍대1호점)","3130000","마포구","101","일반음식점","10101","한식","이주연","01","위생등급제","2015-12-10","Y","Y","03","37.55112898007659","126.92284286204655","02-336-6789","5 (서교동 1층 지하1층)","1144041394561120","서울특별시 마포구 와우산로19길","3130000101200900445","2016-01-12 13:56:46.0","2016-01-12 13:56:46.0","","20090069944","Y"
"7130","00416","천장어","3130000","마포구","101","일반음식점","10101","한식","주홍식","01","위생등급제","2015-12-10","Y","Y","03","37.54655323222053","126.94443848577286","","122 1층 (염리동)","1144030050161109","서울특별시 마포구 백범로","3130000101201400416","2016-01-12 13:55:58.0","2016-01-12 13:55:58.0","","20140069739","Y"
"7129","00114","하심정","3130000","마포구","101","일반음식점","10101","한식","김원수","01","위생등급제","2015-12-10","Y","Y","03","0","0","02-337-1631","21 12층 (망원동)","1144041391971123","서울특별시 마포구 망원로10길","3130000101201500114","2016-01-12 13:55:16.0","2016-01-12 13:55:16.0","","20150069219","Y"
"7128","00723","홍박아구찜","3130000","마포구","101","일반음식점","10101","한식","홍주완","01","위생등급제","2015-12-10","Y","Y","03","37.546794436459166","126.95206078212948","02-337-3066","11 지층 (공덕동 용진빌딩)","1144041391691102","서울특별시 마포구 마포대로7길","3130000101201400723","2016-01-12 13:54:41.0","2016-01-12 13:54:41.0","","20140070292","Y"
"7127","00114","이조명가","3130000","마포구","101","일반음식점","10101","한식","이창규","01","위생등급제","2015-12-10","Y","Y","03","37.53689826365188","126.94474435367517","","56 1층 (마포동)","1144041391651107","서울특별시 마포구 마포대로4나길","3130000101201400114","2016-01-12 13:54:13.0","2016-01-12 13:54:13.0","","20140069210","Y"
"7126","00966","이요이요스시","3130000","마포구","101","일반음식점","10104","일식","신경은","01","위생등급제","2015-12-10","Y","Y","02","37.54068410152404","126.94836239286796","","58 (도화동 지1층일부)","1144021130011104","서울특별시 마포구 마포대로","3130000101201400966","2016-01-12 13:53:41.0","2016-01-12 13:53:41.0","","20140070701","Y"
"7125","00044","금미덕","3130000","마포구","101","일반음식점","10102","중국식","이재승","01","위생등급제","2015-12-10","Y","Y","03","0","0","","53 (도화동 마포트라팰리스 216호~238호)","1144021130011104","서울특별시 마포구 마포대로","3130000101201500044","2016-01-12 13:52:41.0","2016-01-12 13:52:41.0","","20150069085","Y"
"7124","00468","삼성웰스토리(주)일진빌딩","3130000","마포구","101","일반음식점","10199","기타(일반음식점)","김동환","01","위생등급제","2015-12-10","Y","Y","01","37.540474184075414","126.94637561114911","02-3275-2301","45 (도화동 일진빌딩 지하1층)","1144021130011104","서울특별시 마포구 마포대로","3130000101201100468","2016-01-12 13:52:08.0","2016-01-12 13:52:08.0","","20110069957","Y"
"7123","00652","곤지암할매소머리국밥","3130000","마포구","101","일반음식점","10101","한식","이근영","01","위생등급제","2015-12-10","Y","Y","03","37.5547433737479","126.95763734778253","02-362-7198","234 (아현동1층)","1144021130011101","서울특별시 마포구 마포대로","3130000101200300652","2016-01-12 13:51:34.0","2016-01-12 13:51:34.0","","20030070193","Y"
"7122","01028","미소야아현점","3130000","마포구","101","일반음식점","10101","한식","최미자","01","위생등급제","2015-12-10","Y","Y","03","0","0","","195 4-101호 (아현동 마포래미안푸르지오아파트상가)","1144021130011101","서울특별시 마포구 마포대로","3130000101201401028","2016-01-12 13:50:56.0","2016-01-12 13:50:56.0","","20140070850","Y"
"7121","00883","남길초밥","3130000","마포구","101","일반음식점","10101","한식","박승열","01","위생등급제","2015-12-10","Y","Y","03","37.54793781731149","126.95436855458519","","156 (공덕동 공덕푸르지오 119호 120호)","1144021130011102","서울특별시 마포구 마포대로","3130000101201400883","2016-01-12 13:50:23.0","2016-01-12 13:50:23.0","","20140070560","Y"
"7120","00833","제주정원","3130000","마포구","101","일반음식점","10101","한식","문양호","01","위생등급제","2015-12-10","Y","Y","02","0","0","","8 12층 (서교동)","1144041391041120","서울특별시 마포구 동교로17길","3130000101201400833","2016-01-12 13:49:50.0","2016-01-12 13:49:50.0","","20140070470","Y"
"7119","08359","안동한우마을","3130000","마포구","101","일반음식점","10101","한식","안성자","01","위생등급제","2015-12-10","Y","Y","03","37.55562121568514","126.91992740581105","02-324-9139","162 (서교동)","1144031120141120","서울특별시 마포구 동교로","3130000101200008359","2016-01-12 13:49:15.0","2016-01-12 13:49:15.0","","20000069382","Y"
"7118","01044","영동원삼겹살","3130000","마포구","101","일반음식점","10101","한식","박복숙","01","위생등급제","2015-12-10","Y","Y","02","37.547974601967304","126.92150174857053","","73 2층 (상수동)","1144031130051115","서울특별시 마포구 독막로","3130000101201401044","2016-01-12 13:48:39.0","2016-01-12 13:48:39.0","","20140070870","Y"
"7117","00101","샤브아이엠","3130000","마포구","101","일반음식점","10101","한식","송홍석","01","위생등급제","2015-12-10","Y","Y","03","37.54881348141818","126.91506414044461","","13 (합정동 일호빌딩B동2층일부)","1144031130051122","서울특별시 마포구 독막로","3130000101201500101","2016-01-12 13:48:00.0","2016-01-12 13:48:00.0","","20150069195","Y"
"7116","00553","히말라야어죽","3130000","마포구","101","일반음식점","10101","한식","조남수","01","위생등급제","2015-12-10","Y","Y","02","37.5400677603418","126.94823156380568","02-735-8316","20-6 (도화동 12층)","1144041390651104","서울특별시 마포구 도화길","3130000101200800553","2016-01-12 13:47:28.0","2016-01-12 13:47:28.0","","20080070076","Y"
"7115","00218","나루터참숯숯불갈비","3130000","마포구","101","일반음식점","10101","한식","김정순","01","위생등급제","2015-12-10","Y","Y","03","0","0","02-312-9313","11 103호 (아현동)","1144031130021101","서울특별시 마포구 굴레방로","3130000101201200218","2016-01-12 13:46:59.0","2016-01-12 13:46:59.0","","20120069502","Y"
"6636","00465","원당감자탕","3130000","마포구","101","일반음식점","10101","한식","이미영","06","먹을만큼적당히","2014-12-31","Y","Y","","37.58138480051678","126.88743951410643","02-6323-6323","9 1층103동 (상암동)","1144041395501127","서울특별시 마포구 월드컵북로56길","3130000101200900465","2015-05-21 09:12:21.0","2015-05-21 09:12:21.0","밥","20090069980","Y"
"6635","00725","삼미삼계탕","3130000","마포구","101","일반음식점","10101","한식","김승연","06","먹을만큼적당히","2014-12-31","Y","Y","","37.58138480051678","126.88743951410643","02-3142-1616","9 (상암동(주)우리기술사옥 3층 301호 302호)","1144041395501127","서울특별시 마포구 월드컵북로56길","3130000101200900725","2015-05-21 09:11:48.0","2015-05-21 09:11:48.0","밥","20090070416","Y"
"6634","00097","상암순대국","3130000","마포구","101","일반음식점","10101","한식","김건화","06","먹을만큼적당히","2014-12-31","Y","Y","","37.57690472612737","126.8948951980805","02-306-0802","50 (상암동1층)","1144041395431127","서울특별시 마포구 월드컵북로44길","3130000101200700097","2015-05-21 09:09:19.0","2015-05-21 09:09:19.0","밥","20070069208","Y"
